1. Mojsijeva 1,1        U početku stvori Bog nebo i zemlju.
1. Dnevnika 18,2        Pobi i Moavce, i postaše Moavci sluge Davidove i plaćahu mu danak.
1. Dnevnika 18,3        Razbi David i Adad-Ezera cara Sovskoga u Ematu izašav da raširi vlast svoju do rijeke Efrata.
1. Dnevnika 18,4        I uze mu David tisuću kola i sedam tisuća konjika i dvadeset tisuća pješaka, i podreza David žile svijem konjima kolskim, samo ostavi za sto kola.
1. Dnevnika 18,5        A bijahu došli Sirci iz Damaska u pomoć Adad-Ezeru caru Sovskomu, i David pobi dvadeset i dvije tisuće Siraca.
1. Dnevnika 18,6        I namjesti David vojsku u Siriji što je pod Damaskom, i Sirci postaše sluge Davidove plaćajući mu danak. I Gospod čuvaše Davida kuda god iđaše.
1. Dnevnika 18,7        I David uze zlatne štitove koje imahu sluge Adad-Ezerove, i donese ih u Jerusalim.
1. Dnevnika 18,8        I iz Tivata i iz Huna gradova Adad-Ezerovijeh odnese David silnu mjed, od koje Solomun načini more mjedeno i stupove i posuđe mjedeno.
1. Dnevnika 18,9        A kad ču Toja car Ematski da je David pobio svu vojsku Adad-Ezera cara Sovskoga,
1. Dnevnika 18,10       Posla Adorama sina svojega k caru Davidu da ga pozdravi i da mu čestita što je vojevao na Adad-Ezera i ubio ga, jer Toja imaše rat sa Adad-Ezerom i svakojakih zaklada zlatnijeh i srebrnijeh i mjedenijeh.
1. Dnevnika 18,11       Pa i to car David posveti sa srebrom i zlatom što bješe uzeo od svijeh naroda, od Edomaca i od Moavaca i od sinova Amonovijeh i od Filisteja i od Amalika.
1. Dnevnika 18,12       I Avisaj sin Serujin pobi osamnaest tisuća Idumejaca u slanoj dolini.
1. Dnevnika 18,13       I namjesti vojsku po Idumeji, i svi Idumejci postaše sluge Davidove. I Gospod čuvaše Davida kuda god iđaše.
1. Dnevnika 18,14       Tako carova David nad svijem Izrailjem sudeći i dajući pravdu svemu narodu svojemu.
1. Dnevnika 18,15       I Joav sin Serujin bješe nad vojskom, a Josafat sin Ahiludov pametar,
1. Dnevnika 18,16       A Sadok sin Ahitovov i Avimeleh sin Avijatarov sveštenici, a Susa pisar,
1. Dnevnika 18,17       A Venaja sin Jodajev bješe nad Heretejima i Feletejima, a sinovi Davidovi prvi do cara.
1. Dnevnika 19,1        A poslije toga umrije Nas car sinova Amonovijeh, i zacari se sin njegov na njegovo mjesto.
1. Dnevnika 19,2        I reče David: da učinim milost Anunu sinu Nasovu, jer je otac njegov načinio meni milost. I posla David poslanike da ga potješe za ocem. I dođoše sluge Davidove u zemlju sinova Amonovijeh k Anunu da ga potješe.
1. Dnevnika 19,3        A knezovi sinova Amonovijeh rekoše Anunu gospodaru svojemu: misliš da je David zato poslao ljude da te potješe što je rad učiniti čast ocu tvojemu? a nijesu zato došle sluge njegove k tebi da promotre i uhode i obore zemlju?
1. Dnevnika 19,4        Tada Anun uhvati sluge Davidove, i obrija ih i otsiječe im haljine po pole do zadnjice, i opravi ih natrag.
1. Dnevnika 19,5        A kad neki otidoše, te javiše Davidu za te ljude, on posla pred njih, jer ljudi bijahu grdno osramoćeni, i poruči im car: sjedite u Jerihonu dok vam naraste brada, pa onda dođite natrag.
1. Dnevnika 19,6        A kad vidješe sinovi Amonovi gdje se omraziše s Davidom, onda Anun i sinovi Amonovi poslaše tisuću talanata srebra da najme kola i konjika iz Mesopotamije i iz Sirije Mahe i iz Sove.
1. Dnevnika 19,7        I najmiše trideset i dvije tisuće kola i cara od Mahe s narodom njegovijem, koji dođoše i stadoše u oko prema Medevi. A i sinovi Amonovi skupiše se iz gradova svojih i dođoše na boj.
1. Dnevnika 19,8        A David kad to ču, posla Joava sa svom hrabrom vojskom.
1. Dnevnika 19,9        I izidoše sinovi Amonovi i uvrstaše se pred vratima gradskim; a carevi koji dođoše bijahu za se u polju.
1. Dnevnika 19,10       I Joav vidjeći namještenu vojsku prema sebi sprijed i sastrag, uze odabrane iz sve vojske Izrailjske, i namjesti ih prema Sircima.
1. Dnevnika 19,11       A ostali narod predade Avisaju bratu svojemu; i namjestiše ih prema sinovima Amonovijem.
1. Dnevnika 19,12       I reče: ako Sirci budu jači od mene, dođi mi u pomoć; ako li sinovi Amonovi budu jači od tebe, ja ću tebi doći u pomoć.
1. Dnevnika 19,13       Budi junak i držimo se junački za svoj narod i za gradove Boga svojega; a Gospod neka učini što mu je drago.
1. Dnevnika 19,14       Tada Joav i narod koji bijaše s njim primakoše se da udare na Sirce; ali oni pobjegoše ispred njih.
1. Dnevnika 19,15       A sinovi Amonovi kad vidješe gdje pobjegoše Sirci, pobjegoše i oni ispred Avisaja brata njegova i uđoše u svoj grad. Potom se Joav vrati u Jerusalim.
1. Dnevnika 19,16       Ali Sirci kad vidješe gdje ih nadbiše Izrailjci, poslaše poslanike te dovedoše Sirce ispreko rijeke; a Sofak vojvoda Adad-Ezerov iđaše pred njima.
1. Dnevnika 19,17       Kad to javiše Davidu, on skupi sve Izrailjce, i prijeđe preko Jordana, i dođe k njima i namjesti vojsku prema njima; a kad namjesti David vojsku prema njima, pobiše se s njim.
1. Dnevnika 19,18       Ali pobjegoše Sirci ispred Izrailja, i pobi David Siraca sedam tisuća kola i četrdeset tisuća pješaka, i Sofaka vojvodu pogubi.
1. Dnevnika 19,19       I kad vidješe sluge Adad-Ezerove da ih razbi Izrailj, učiniše mir s Davidom i služahu mu; i ne htješe više Sirci pomagati sinovima Amonovijem.
1. Dnevnika 20,1        A kad prođe godina, u vrijeme kad carevi idu na vojsku, Joav izvede vojsku, pa potiraše zemlju sinova Amonovijeh, i došavši opkoli Ravu; a David bješe ostao u Jerusalimu. I Joav osvoji Ravu i raskopa je.
1. Dnevnika 20,2        I David uze caru njihovu s glave krunu, i nađe da poteže talanat zlata, i drago kamenje bješe u njoj; i metnuše je na glavu Davidu, i odnese iz grada plijen vrlo velik.
1. Dnevnika 20,3        A narod što bijaše u njemu izvede i isiječe ih pilama i gvozdenijem branama i sjekirama. I tako učini David svijem gradovima sinova Amonovijeh. Potom se vrati David sa svijem narodom u Jerusalim.
1. Dnevnika 20,4        A poslije toga nasta rat u Gezeru u Filistejima; tada Sivehaj Husaćanin ubi Sifaja koji bijaše roda divovskoga, i biše pokoreni.
1. Dnevnika 20,5        Nasta opet rat s Filistejima, u kom Elhanan sin Jairov ubi Lamiju brata Golijata Getejina, kojemu kopljača bijaše kao vratilo.
1. Dnevnika 20,6        I opet nasta rat u Gatu, gdje bijaše jedan čovjek vrlo visok, koji imaše po šest prsta, skupa dvadeset i četiri; i on bijaše roda divovskoga.
1. Dnevnika 20,7        I ružaše Izrailja, te ga ubi Jonatan sin Samaje brata Davidova.
1. Dnevnika 20,8        Ti bijahu sinovi istoga diva iz Gata, i pogiboše od ruke Davidove i od ruke sluga njegovijeh.
1. Dnevnika 21,1        Ali usta sotona na Izrailja i navrati Davida da izbroji Izrailja.
1. Dnevnika 21,2        I reče David Joavu i knezovima narodnijem: idite, izbrojte sinove Izrailjeve od Virsaveje dori do Dana, pa mi javite da znam koliko ih ima.
1. Dnevnika 21,3        Ali Joav reče: neka doda Gospod narodu svojemu koliko ga je sada još sto puta toliko; nijesu li, care gospodaru moj, svi sluge gospodaru mojemu? zašto traži to gospodar moj? zašto da bude na grijeh Izrailju?
1. Dnevnika 21,4        Ali riječ careva nadjača Joava. I tako otide Joav i obiđe svega Izrailja, pa se vrati u Jerusalim.
1. Dnevnika 21,5        I dade Joav broj prepisanoga naroda Davidu; i bijaše svega naroda Izrailjeva tisuća tisuća i sto tisuća ljudi koji mahahu mačem, a naroda Judina četiri stotine i sedamdeset tisuća ljudi koji mahahu mačem.
1. Dnevnika 21,6        A plemena Levijeva i Venijaminova ne izbroji s njima, jer mrska bješe Joavu zapovijest careva.
1. Dnevnika 21,7        A ne bješe mila Bogu ta stvar; zato udari Izrailja.
1. Dnevnika 21,8        I David reče Bogu: sagriješih veoma što to uradih; ali uzmi bezakonje sluge svojega, jer veoma ludo radih.
1. Dnevnika 21,9        A Gospod reče Gadu vidiocu Davidovu govoreći:
1. Dnevnika 21,10       Idi kaži Davidu i reci: ovako veli Gospod: troje ti dajem, izaberi jedno da ti učinim.
1. Dnevnika 21,11       I dođe Gad k Davidu i reče mu: tako veli Gospod, biraj:
1. Dnevnika 21,12       Ili glad za tri godine, ili tri mjeseca da bježiš od neprijatelja svojih i mač neprijatelja tvojih da te stiže, ili tri dana mač Gospodnji i pomor da bude u zemlji i anđeo Gospodnji da ubija po svijem krajevima Izrailjevijem. Sada dakle gledaj što ću odgovoriti onomu koji me je poslao.
1. Dnevnika 21,13       A David reče Gadu: u tjeskobi sam ljutoj; ali neka zapadnem Gospodu u ruke, jer je veoma velika milost njegova; a ljudima da ne zapadnem u ruke.
1. Dnevnika 21,14       I tako pusti Gospod pomor na Izrailja, te pade Izrailja sedamdeset tisuća ljudi.
1. Dnevnika 21,15       I posla Gospod anđela u Jerusalim da ga ubija; i kad ubijaše, pogleda Gospod i sažali mu se sa zla; i reče anđelu koji ubijaše: dosta, spusti ruku svoju. A anđeo Gospodnji stajaše kod gumna Ornana Jevusejina,
1. Dnevnika 21,16       A David podiže oči svoje i vidje anđela Gospodnjega gdje stoji između zemlje i neba a u ruci mu go mač, kojim bješe zamahnuo na Jerusalim; i pade David i starješine ničice, obučeni u kostrijet.
1. Dnevnika 21,17       I reče David Bogu: nijesam li ja zapovjedio da se izbroji narod? ja sam dakle zgriješio i zlo učinio; a te ovce šta su učinile? Gospode Bože moj, neka se ruka tvoja obrati na me i na dom oca mojega; ali ne na taj narod da ga potre.
1. Dnevnika 21,18       Tada anđeo Gospodnji reče Gadu da kaže Davidu da izide gore i načini oltar Gospodu na gumnu Ornana Jevusejina.
1. Dnevnika 21,19       I izide David po riječi Gadovoj, koju mu reče u ime Gospodnje.
1. Dnevnika 21,20       A Ornan okrenuv se ugleda anđela, i sakri se sa četiri sina svoja. Jer Ornan vrsijaše pšenicu.
1. Dnevnika 21,21       Utom dođe David do Ornana; i pogledav Ornan kad vidje Davida izide iz gumna i pokloni se Davidu licem do zemlje.
1. Dnevnika 21,22       Tada reče David Ornanu: daj mi to gumno da načinim na njemu oltar Gospodu; za novce koliko vrijedi daj mi ga, da bi prestao pomor u narodu.
1. Dnevnika 21,23       A Ornan reče Davidu: uzmi i neka čini gospodar moj car što mu je drago; evo dajem i volove za žrtve paljenice, i kola za drva, i pšenicu za dar; sve to dajem.
1. Dnevnika 21,24       A car David reče Ornanu: ne, nego ću kupiti za novce šta vrijedi, jer neću da prinesem Gospodu što je tvoje ni da prinesem žrtve paljenice poklonjene.
1. Dnevnika 21,25       I dade David Ornanu za ono mjesto na mjeru šest stotina sikala zlata.
1. Dnevnika 21,26       I ondje načini David oltar Gospodu, i prinese žrtve paljenice i žrtve zahvalne; i prizva Gospoda, i usliši ga spustivši oganj s neba na oltar žrtve paljenice.
1. Dnevnika 21,27       I zapovjedi Gospod anđelu, te vrati mač svoj u korice.
1. Dnevnika 21,28       U ono vrijeme vidjev David da ga Gospod usliši na gumnu Ornana Jevusejina prinošaše žrtve ondje.
1. Dnevnika 21,29       A šator Gospodnji, koji načini Mojsije u pustinji, i oltar za žrtve paljenice bijaše u to vrijeme na visini u Gavaonu.
1. Dnevnika 21,30       I David ne može ići k njemu da traži Bogu, jer se uplaši od mača anđela Gospodnjega.
1. Dnevnika 22,1        I reče David: ovo je kuća Gospoda Boga i ovo je oltar za žrtvu paljenicu Izrailju.
1. Dnevnika 22,2        I zapovjedi David da se skupe inostranci koji bijahu u zemlji Izrailjevoj, i odredi kamenare da tešu kamen da se gradi dom Božji.
1. Dnevnika 22,3        I gvožđa mnogo za kline na krila vratima i na sastavke pripravi David, i mjedi mnogo bez mjere,
1. Dnevnika 22,4        I drva kedrovijeh bez broja; jer dovožahu Sidonci i Tirci mnogo drva kedrovijeh Davidu.
1. Dnevnika 22,5        Jer David govoraše: Solomun je sin moj dijete mlado, a dom koji treba zidati Gospodu treba da bude vrlo velik za slavu i diku po svijem zemljama; zato ću mu pripraviti što treba. I pripravi David mnoštvo prije smrti svoje.
1. Dnevnika 22,6        Potom dozva sina svojega Solomuna i zapovjedi mu da sazida dom Gospodu Bogu Izrailjevu.
1. Dnevnika 22,7        I reče David Solomunu: sine! bio sam naumio da sazidam dom imenu Gospoda Boga svojega.
1. Dnevnika 22,8        Ali mi dođe riječ Gospodnja govoreći: mnogo si krvi prolio i velike si ratove vodio; nećeš ti sazidati doma imenu mojemu, jer si mnogo krvi prolio na zemlju preda mnom.
1. Dnevnika 22,9        Evo, rodiće ti se sin, on će biti miran čovjek i smiriću ga od svijeh neprijatelja njegovijeh unaokolo; zato će mu biti ime Solomun; i mir i pokoj daću Izrailju za njegova vremena.
1. Dnevnika 22,10       On će sazidati dom imenu mojemu, i on će mi biti sin, a ja njemu otac, i utvrdiću prijesto carstva njegova nad Izrailjem dovijeka.
1. Dnevnika 22,11       Zato, sine, Gospod će biti s tobom, i bićeš srećan, te ćeš sazidati dom Gospoda Boga svojega kao što je govorio za te.
1. Dnevnika 22,12       Samo da ti da Gospod razum i mudrost kad te postavi nad Izrailjem da držiš zakon Gospoda Boga svojega.
1. Dnevnika 22,13       Tada ćeš biti srećan, ako uzdržiš i ustvoriš uredbe i zakone koje je zapovjedio Gospod preko Mojsija Izrailju. Budi slobodan i hrabar, ne boj se i ne plaši se.
1. Dnevnika 22,14       I evo, u nevolji svojoj pripravio sam za dom Gospodnji sto tisuća talanata zlata i tisuću tisuća talanata srebra; a mjedi i gvožđa bez mjere, jer ga ima mnogo, također i drva i kamenja pripravio sam; a ti dodaj još.
1. Dnevnika 22,15       A imaš i poslenika mnogo, kamenara i zidara i drvodjelja, i svakojakih ljudi vještijeh svakom poslu.
1. Dnevnika 22,16       Ima zlata, srebra, i mjedi i gvožđa bez mjere; nastani dakle i radi, i Gospod će biti s tobom.
1. Dnevnika 22,17       Potom zapovjedi David svijem knezovima Izrailjevijem da pomažu Solomunu sinu njegovu:
1. Dnevnika 22,18       Nije li s vama Gospod Bog vaš, koji vam je dao mir od svuda? jer je dao u ruke moje stanovnike ove zemlje, i zemlja je pokorena Gospodu i narodu njegovu.
1. Dnevnika 22,19       Sada dakle upravite srce svoje i dušu svoju da tražite Gospoda Boga svojega; nastanite i zidajte svetinju Gospodu Bogu da unesete kovčeg zavjeta Gospodnjega i sveto posuđe Božije u dom koji će se sazidati imenu Gospodnjemu.
1. Dnevnika 23,1        I tako David star i sit života postavi Solomuna sina svojega carem nad Izrailjem.
1. Dnevnika 23,2        I sabra sve knezove Izrailjeve i sveštenike i Levite.
1. Dnevnika 23,3        I biše izbrojani Leviti od trideset godina i više, i bješe ih na broj s glave na glavu trideset i osam tisuća ljudi.
1. Dnevnika 23,4        Između njih bijaše dvadeset četiri tisuće određenijeh na posao u domu Gospodnjem, a šest tisuća upravitelja i sudija;
1. Dnevnika 23,5        A četiri tisuće vratara i četiri tisuće koji hvaljahu Gospoda uz oruđa koja načini za hvalu.
1. Dnevnika 23,6        I razdijeli ih David u redove po sinovima Levijevim, Girsonu, Katu i Merariju.
1. Dnevnika 23,7        Od Girsona bijahu: Ladan i Simej;
1. Dnevnika 23,8        Sinovi Ladanovi: poglavar Jehilo i Zetam i Joilo, trojica;
1. Dnevnika 23,9        (Sinovi Simejevi: Selomit i Azilo i Haran, trojica.) To su poglavari otačkih porodica Ladanovijeh.
1. Dnevnika 23,10       A sinovi Simejevi: Jat, Zina i Jeus i Verija, ta su četvorica sinovi Simejevi.
1. Dnevnika 23,11       A Jat bijaše poglavar, a Ziza drugi; a Jeus i Verija nemahu mnogo djece, zato se brojahu u jedan dom otački.
1. Dnevnika 23,12       Sinovi Katovi: Amram, Isar, Hevron i Ozilo, četvorica.
1. Dnevnika 23,13       Sinovi Amramovi: Aron i Mojsije. Ali Aron bi odvojen da osvećuje svetinju nad svetinjama, on i sinovi njegovi dovijeka, da kade pred Gospodom, da mu služe i da blagosiljaju u ime njegovo dovijeka.
1. Dnevnika 23,14       A sinovi Mojsija čovjeka Božijega broje se u pleme Levijevo.
1. Dnevnika 23,15       Sinovi Mojsijevi: Girsam i Eliezer.
1. Dnevnika 23,16       Sinovi Girsamovi: Sevuilo poglavar.
1. Dnevnika 23,17       A sinovi Eliezerovi. Reavija poglavar. A nemaše Eliezer više sinova, nego se sinovi Reavijini umnožiše veoma.
1. Dnevnika 23,18       Sinovi Isarovi: Selomit poglavar.
1. Dnevnika 23,19       Sinovi Hevronovi: Jerija prvi, Amarija drugi, Jazilo treći, i Jekameam četvrti.
1. Dnevnika 23,20       Sinovi Ozilovi: Miha prvi i Jesija drugi.
1. Dnevnika 23,21       Sinovi Merarijevi: Malije i Musije. Sinovi Malijevi: Eleazar i Kis.
1. Dnevnika 23,22       A Eleazar umrije i ne imaše sinova nego samo kćeri, i njima se oženiše sinovi Kisovi, braća njihova.
1. Dnevnika 23,23       Sinovi Musijevi: Malije i Eder i Jeremot, trojica.
1. Dnevnika 23,24       To su sinovi Levijevi po otačkim domovima svojim, poglavari domova otačkih, koji biše izbrojeni po broju imena s glave na glavu, koji rađahu posao za službu u domu Gospodnjem, od dvadeset godina i više.
1. Dnevnika 23,25       Jer David reče: mir dade Gospod Bog Izrailjev narodu svojemu, i nastavaće u Jerusalimu dovijeka.
1. Dnevnika 23,26       I Leviti neće više nositi šatora i posuđa njegova za službu njegovu.
1. Dnevnika 23,27       Jer po pošljednjoj naredbi Davidovoj biše izbrojeni sinovi Levijevi od dvadeset godina i više;
1. Dnevnika 23,28       Jer određeni bijahu da pomažu sinovima Aronovijem u službi u domu Gospodnjem u trijemovima i u klijetima, i da čiste sve svete stvari i da rade oko službe u domu Gospodnjem,
1. Dnevnika 23,29       I oko hljebova postavljenijeh, i oko bijeloga brašna za dar i oko kolača prijesnijeh i oko tavica, i oko svega što se prži, i oko svake mjere,
1. Dnevnika 23,30       I da stoje jutrom i hvale i slave Gospoda, i tako večerom,
1. Dnevnika 23,31       I kad se god prinose žrtve paljenice Gospodu, u subote, i na mladine i praznike, u broju po redu svom svagda pred Gospodom,
